ID,int_rc
10001,17.058516189126202
10002,11.099742948341044
10003,9.158916400607522
10004,10.471642872330651
10005,10.800963225705669
10006,18.8302089314319
10007,16.610255946480926
10008,3.07319521446309
10009,17.41073822037991
10010,18.291308715516738
10011,7.596635370704644
10012,14.437545265313634
10013,6.876478348051118
10014,5.809404622873776
10015,12.524982918626351
10016,11.118067580302608
10017,11.01769262254269
10018,6.072486456120649
10019,16.673551357492713
10020,16.70466887043592
10021,15.125426431078456
10022,14.777865053209824
10023,13.847313882717529
10024,14.718542645148577
10025,9.177501554199935
10026,17.394601168643003
10027,12.497014366783441
10028,20.13702596913833
10029,17.878528980247694
10030,17.820587915948813
10031,11.107722946354844
10032,17.627638250148735
10033,16.366125662955298
10034,19.781752098916673
10035,17.63597801278477
10036,13.13641212992425
10037,15.807185599069182
10038,8.539366267554207
10039,16.6341074625815
10040,6.158590299744922
10041,8.570319660373846
10042,11.058853960960858
10043,10.082125007458382
10044,7.211033379906651
10045,19.805005451511924
10046,6.61861105003074
10047,12.75403690137252
10048,16.424533890992528
10049,14.301510573313905
10050,5.594883639833703
10051,12.54571033053438
10052,11.951278235820173
10053,12.611854755502408
10054,18.966342101558332
10055,17.231044835390648
10056,12.717423936799783
10057,7.547530667620814
10058,10.80630114464461
10059,7.352734071132773
10060,6.307084415957487
10061,18.869532344928846
10062,7.381575128894499
10063,9.02704274710611
10064,14.260630858884568
10065,19.13999668361256
10066,14.061383021577972
10067,5.341334507492766
10068,15.291230862999369
10069,11.749158011552922
10070,12.25036370380214
10071,18.259849808657574
10072,10.743448230962176
10073,13.660257350210022
10074,6.777658094813982
10075,14.086510626031657
10076,15.663276826837885
10077,17.28162732071982
10078,12.23314719666379
10079,11.133174714060848
10080,10.792068167977337
10081,12.308905079793886
10082,14.634388500910925
10083,12.63798641424707
10084,11.468434568407158
10085,14.851614107975772
10086,17.634413983146548
10087,16.539763861298514
10088,12.460318237746149
10089,16.079928955727993
10090,14.144579193254799
10091,10.70764277338797
10092,6.73787743620909
10093,13.660112039019772
10094,9.598147337476073
10095,13.050774271498156
10096,13.708562118899396
10097,2.9950716929202534
10098,13.363208498991428
10099,8.051591356609764
10100,16.868167605083173
10101,6.136076692974792
10102,13.670992334655644
10103,12.147846675098235
10104,12.736909647954691
10105,9.214827508948416
10106,3.3447162482593766
10107,15.598981616194962
10108,11.271912569377719
10109,7.787042603108637
10110,9.819054021834111
10111,12.281997684639851
10112,14.311139966556091
10113,14.443531303175646
10114,10.338804012824571
10115,10.359010996362095
10116,10.194942648028356
10117,14.077733966100968
10118,18.152281850572866
10119,8.566887106430569
10120,18.957668018948606
10121,10.268237324118486
10122,9.932872027450122
10123,13.354164308902932
10124,3.474623792094858
10125,7.546176050857712
10126,15.9330836498814
