ID,int_rc
10001,22.885364656461473
10002,19.273307550218487
10003,19.434643040480022
10004,22.657398651131537
10005,17.18508661132327
10006,29.597214910345222
10007,29.63229537373025
10008,17.397253514891013
10009,26.922097065645307
10010,26.502492967983045
10011,22.119618683407943
10012,19.649997041534984
10013,19.434643040480022
10014,20.210921325653587
10015,22.119618683407943
10016,20.36387675280362
10017,16.22601057506124
10018,17.397253514891013
10019,17.398956733084944
10020,27.476152672599213
10021,22.17212647802609
10022,29.316634800973674
10023,24.34319743952922
10024,26.3745976664913
10025,17.397253514891013
10026,26.897917139696915
10027,22.664650723740916
10028,29.85685906753888
10029,26.502492967983045
10030,26.897917139696915
10031,18.94890165587293
10032,17.397253514891013
10033,14.614290264794757
10034,27.37434681587723
10035,29.85685906753888
10036,20.105854289335927
10037,26.404077991627457
10038,19.172063304651168
10039,29.597214910345222
10040,17.397253514891013
10041,19.273307550218487
10042,22.119618683407943
10043,21.854943985222057
10044,22.460206100698656
10045,27.81903499623525
10046,17.522148119805983
10047,22.78705598952934
10048,30.283425273395853
10049,22.885364656461473
10050,16.556173848062368
10051,22.566190796825087
10052,23.48171970364334
10053,17.397253514891013
10054,17.26935821339928
10055,26.55500076260119
10056,17.397253514891013
10057,22.885364656461473
10058,19.06004851152056
10059,18.32997475106493
10060,22.314395910423556
10061,29.695523577277356
10062,18.090280376772558
10063,19.273307550218487
10064,29.316634800973674
10065,26.897917139696915
10066,20.98174946216099
10067,17.397253514891013
10068,19.150371161268424
10069,19.0086328520326
10070,19.06004851152056
10071,24.34319743952922
10072,22.562492295720705
10073,17.44976130950916
10074,18.142788171390706
10075,22.119618683407943
10076,17.53044135032876
10077,16.82423941062462
10078,19.507029850776842
10079,16.930768377021828
10080,17.397253514891013
10081,18.795373813334674
10082,14.56178247017661
10083,22.885364656461473
10084,17.44976130950916
10085,22.17212647802609
10086,20.98174946216099
10087,20.8037971390625
10088,19.273307550218487
10089,29.597214910345222
10090,20.105854289335927
10091,19.06004851152056
10092,17.397253514891013
10093,24.30700896423073
10094,16.658865184801254
10095,29.316634800973674
10096,19.434643040480022
10097,17.088914108810506
10098,29.316634800973674
10099,17.773943006207507
10100,20.945560986862493
10101,22.119618683407943
