ID,int_rc
10001,0.1523975836000001
10002,0.07460319300000001
10003,0.14222747509999997
10004,0.1191127941000001
10005,0.026038115500000004
10006,0.1649528622
10007,0.16913618569999994
10008,0.01
10009,0.1500182930000002
10010,0.17147613930000002
10011,0.0134260257
10012,0.1354834451
10013,0.04462089909999999
10014,0.0178773292
10015,0.102469174
10016,0.13526660650000016
10017,0.10042559300000001
10018,0.028110024699999996
10019,0.18854793659999988
10020,0.071647994
10021,0.15200324369999993
10022,0.06703927879999999
10023,0.15814493800000012
10024,0.047893912899999995
10025,0.0199081844
10026,0.16928763340000003
10027,0.13287622679999989
10028,0.1811283864
10029,0.14953882
10030,0.058776706
10031,0.13424837589999983
10032,0.16492240209999978
10033,0.17192435880000026
10034,0.17499947340000002
10035,0.1686647357999999
10036,0.15337126790000022
10037,0.17145024450000004
10038,0.1264413119000001
10039,0.19364831700000004
10040,0.01
10041,0.0359785323
10042,0.016932716499999997
10043,0.05704680689999999
10044,0.0322369876
10045,0.1844926001
10046,0.01
10047,0.138307248
10048,0.15971823870000015
10049,0.1509030506000002
10050,0.0155709308
10051,0.03853647040000001
10052,0.07682249280000002
10053,0.14202423809999998
10054,0.17864345210000013
10055,0.0618563328
10056,0.1523685783999998
10057,0.0189709715
10058,0.09360188920000001
10059,0.022835831
10060,0.023891075100000003
10061,0.1985913123
10062,0.0164734043
10063,0.026297305899999998
10064,0.03880209390000001
10065,0.17047093089999976
10066,0.10952919789999999
10067,0.01
10068,0.16376971159999978
10069,0.13035704960000008
10070,0.0637262818
10071,0.17011370299999978
10072,0.0191645571
10073,0.16390625359999977
10074,0.0114105562
10075,0.12974793169999982
10076,0.16885469370000017
10077,0.16521382810000007
10078,0.05186683510000001
10079,0.0337700671
10080,0.15837396490000002
10081,0.14282806079999985
10082,0.17918944030000022
10083,0.15350448409999987
10084,0.13089144019999988
10085,0.0543807969
10086,0.16131836330000002
10087,0.16704417900000007
10088,0.0236578117
10089,0.0807090771
10090,0.1511331541000002
10091,0.022857124900000005
10092,0.0222756222
10093,0.1375902797
10094,0.028017102500000002
10095,0.0128897766
10096,0.17236848579999997
10097,0.01
10098,0.055802674899999995
10099,0.0631540513
10100,0.16308194289999992
10101,0.029496177400000004
10102,0.15613625980000012
10103,0.0162040759
10104,0.05242890350000001
10105,0.10056940469999998
10106,0.01
10107,0.16178207369999978
10108,0.04622532280000002
10109,0.0314625169
10110,0.0718229534
10111,0.0250097178
10112,0.15578953629999986
10113,0.1643889924
10114,0.0347719976
10115,0.15838633830000007
10116,0.0430876774
10117,0.16370441019999998
10118,0.18009646150000003
10119,0.024989842100000003
10120,0.16809381209999988
